Symbol,Company Name,Industry,Market Cap
CTAS,Cintas,Commercial Services & Supplies,40345702370
CTBI,Community Trust Bancorp,Banks,748377264
CTEK,CynergisTek,Health Care Providers & Services,15775354
CTG,Computer Task Group,IT Services,136133867
CTGO,Contango ORE,Metals & Mining,148938240
CTHR,Charles & Colvard,"Textiles, Apparel & Luxury Goods",40202328
CTIB,Yunhong CTI,Household Durables,4821031
CTIC,CTI BioPharma,Biotechnology,659250362
CTKB,Cytek Biosciences,Medical Devices,1609069560
CTLP,Cantaloupe,Information Technology Services,410310458
CTLT,Catalent,Pharmaceuticals,19340664801
CTMX,CytomX Therapeutics,Biotechnology,92211744
CTO,CTO Realty Growth,Real Estate Management & Development,388492504
CTOS,Custom Truck One Source,Trading Companies & Distributors,1359268990
CTRA,Coterra Energy,"Oil, Gas & Consumable Fuels",23279706103
CTRE,CareTrust REIT,Equity Real Estate Investment Trusts ...,1927960447
CTRM,Castor Maritime,Marine,141915135
CTRN,Citi Trends,Specialty Retail,201993299
CTS,CTS Corporation,"Electronic Equipment, Instruments & C...",1214545902
CTSH,Cognizant Technology Solutions,IT Services,35554492394
CTSO,CytoSorbents,Health Care Equipment & Supplies,91044782
CTT,CatchMark Timber Trust,Equity Real Estate Investment Trusts ...,523750719
CTV,Innovid,Advertising Agencies,356648413
CTVA,Corteva,Chemicals,40143638500
CTXR,Citius Pharmaceuticals,Pharmaceuticals,131210127
CTXS,Citrix Systems,Software,12816225202
CUBE,CubeSmart,Equity Real Estate Investment Trusts ...,9822045170
CUBI,Customers Bancorp,Banks,1276042589
CUE,Cue Biopharma,Biotechnology,88430495
CUEN,Cuentas,Diversified Telecommunication Services,8079980
CUK,Carnival,"Hotels, Restaurants & Leisure",9612607481
CULL,Cullman Bancorp,Banks,82871909
CULP,"Culp, Inc.","Textiles, Apparel & Luxury Goods",60874543
CURI,CuriosityStream,Broadcasting,98161310
CURO,CURO Group Holdings,Consumer Finance,276794812
CURV,Torrid Holdings,Apparel Retail,435430783
CUTR,Cutera,Health Care Equipment & Supplies,742156524
CUZ,Cousins Properties,Equity Real Estate Investment Trusts ...,4519450107
CVAC,CureVac,Biotechnology,2520519923
CVBF,CVB Financial,Banks,3658879223
CVCO,Cavco Industries,Household Durables,2118718112
CVCY,Central Valley Community Bancorp,Banks,187473600
CVE,Cenovus Energy,"Oil, Gas & Consumable Fuels",35143839738
CVEO,Civeo,Commercial Services & Supplies,377058990
CVET,Covetrus,Health Care Providers & Services,2896393721
CVGI,Commercial Vehicle Group,Machinery,226009566
CVGW,Calavo Growers,Food Products,762023195
CVI,CVR Energy,"Oil, Gas & Consumable Fuels",3155667964
CVII,Churchill Capital VII,Blank Check / SPAC,1690500088
CVLG,Covenant Logistics Group,Road & Rail,455923664
CVLT,Commvault Systems,Software,2748440547
CVLY,Codorus Valley Bancorp,Banks,214859083
CVM,Cel-Sci,Biotechnology,170279436
CVNA,Carvana Co.,Specialty Retail,4475520000
CVR,Chicago Rivet & Machine Co.,Machinery,26935732
CVRX,"CVRx, Inc.",Medical Devices,151496478
CVS,CVS Health,Health Care Providers & Services,1.23906E+11
CVT,Cvent Holding,Software-Application,2685787903
CVV,CVD Equipment,Semiconductors & Semiconductor Equipment,31020413
CVX,Chevron,"Oil, Gas & Consumable Fuels",2.91735E+11
CW,Curtiss-Wright,Aerospace & Defense,5281629052
CWAN,Clearwater Analytics Holdings,Software-Application,3751514871
CWBC,Community West Bancshares,Banks,122166700
CWBR,CohBar,Biotechnology,15787177
CWCO,Consolidated Water Co.,Water Utilities,222098300
CWEN,Clearway Energy,Independent Power and Renewable Elect...,6710886372
CWEN.A,Clearway Energy,Independent Power and Renewable Elect...,6723978605
CWH,Camping World Holdings,Specialty Retail,1094782078
CWK,Cushman & Wakefield,Real Estate Management & Development,3592709116
CWST,Casella Waste Systems,Commercial Services & Supplies,3887877873
CWT,California Water Service Group,Water Utilities,3125286643
CX,CEMEX,Construction Materials,5950515709
CXAC,C5 Acquisition,Blank Check / SPAC,358656220
CXDO,Crexendo,IT Services,63463316
CXM,Sprinklr,Software-Application,2888698365
CXW,CoreCivic,Equity Real Estate Investment Trusts ...,1304347129
CYAD,Celyad Oncology,Biotechnology,39539500
CYAN,Cyanotech,Personal Products,17401207
CYBE,CyberOptics,Semiconductors & Semiconductor Equipment,270234283
CYBN,Cybin,Biotechnology,96538967
CYBR,CyberArk Software,Software,5591569341
CYCC,Cyclacel Pharmaceuticals,Biotechnology,12093937
CYCN,Cyclerion Therapeutics,Biotechnology,33672507
CYD,China Yuchai International,Machinery,346886941
CYH,Community Health Systems,Health Care Providers & Services,666735295
CYN,Cyngn,Software-Application,39618851
CYRN,Cyren,Software,14703444
CYRX,CryoPort,Health Care Equipment & Supplies,1772612831
CYT,Cyteir Therapeutics,Biotechnology,122869230
CYTH,Cyclo Therapeutics,Drug Manufacturers-Specialty & Generic,16328107
CYTK,Cytokinetics,Biotechnology,3346431454
CYTO,Altamira Therapeutics,Biotechnology,6537006
CYXT,Cyxtera Technologies,Information Technology Services,1998153461
CZNC,Citizens & Northern,Banks,375146604
CZOO,Cazoo Group,Auto & Truck Dealerships,355022879
CZR,Caesars Entertainment,"Hotels, Restaurants & Leisure",9041957880
CZWI,Citizens Community Bancorp,Banks,135327205
D,Dominion Energy,Multi-Utilities,63765823414
DAC,Danaos,Marine,1404578767
DADA,Dada Nexus,Internet & Direct Marketing Retail,1974200953
DAIO,Data I/O,"Electronic Equipment, Instruments & C...",25872510
DAKT,Daktronics,"Electronic Equipment, Instruments & C...",157167965
DAL,Delta Air Lines,Airlines,20140029933
DALN,DallasNews,Media,35808158
DALS,DA32 Life Science Tech Acquisition,Blank Check / SPAC,249830990
DAN,Dana Incorporated,Auto Components,2282315762
DAO,Youdao,Diversified Consumer Services,608430270
DAOO,Crypto 1 Acquisition,Blank Check / SPAC,286637470
DAR,Darling Ingredients,Food Products,10080089052
DARE,Dare Bioscience,Health Care Equipment & Supplies,93182423
DASH,DoorDash,Internet & Direct Marketing Retail,25205700574
DATS,DatChat,Software-Application,22928958
DAVA,Endava,IT Services,5213610464
DAVE,Dave Inc.,Software-Application,217855295
DAWN,Day One Biopharmaceuticals,Biotechnology,1269964154
DB,Deutsche Bank AG,Capital Markets,17805459454
DBD,Diebold Nixdorf,"Technology Hardware, Storage & Periph...",262176093
DBGI,Digital Brands Group,Apparel Retail,7585813
DBI,Designer Brands,Specialty Retail,1052485308
DBRG,DigitalBridge Group,REIT-Diversified,3454353149
DBTX,Decibel Therapeutics,Biotechnology,125072150
DBVT,DBV Technologies,Biotechnology,452330494
DBX,Dropbox,Software,8544991227
DC,Dakota Gold,Gold,135419851
DCBO,Docebo,Software-Application,984928434
DCFC,Tritium DCFC,Electrical Equipment & Parts,900192767
DCGO,DocGo,Medical Care Facilities,757028542
DCI,Donaldson Company,Machinery,6284596206
DCO,Ducommun,Aerospace & Defense,529465200
DCOM,Dime Community Bancshares,Thrifts & Mortgage Finance,1244025321
DCP,DCP Midstream LP,"Oil, Gas & Consumable Fuels",6768280034
DCPH,Deciphera Pharmaceuticals,Biotechnology,875382143
DCRD,Decarbonization Plus Acquisition IV,Blank Check / SPAC,394916668
DCT,Duck Creek Technologies,Software,1844062582
DCTH,Delcath Systems,Medical Devices,32812929
DD,DuPont de Nemours,Chemicals,29509822448
DDD,3D Systems,"Technology Hardware, Storage & Periph...",1359425402
DDI,DoubleDown Interactive Co.,Electronic Gaming & Multimedia,473234970
DDL,Dingdong (Cayman),Grocery Stores,1155705851
DDOG,Datadog,Software,28505886701
DDS,Dillard's,Multiline Retail,3960616266
DE,Deere & Company,Machinery,98708201268
DEA,Easterly Government Properties,Equity Real Estate Investment Trusts ...,3511822319
DECA,Denali Capital Acquisition,Blank Check / SPAC,108073475
DECK,Deckers Outdoor,"Textiles, Apparel & Luxury Goods",7799879093
DEI,Douglas Emmett,Equity Real Estate Investment Trusts ...,4708049405
DELL,Dell Technologies,"Technology Hardware, Storage & Periph...",32427864036
DEN,Denbury,"Oil, Gas & Consumable Fuels",3145544174
DENN,Denny's,"Hotels, Restaurants & Leisure",567137847
DEO,Diageo,Beverages,1.02929E+11
DERM,Journey Medical,Drug Manufacturers-Specialty & Generic,61010600
DESP,Despegar.com,Internet & Direct Marketing Retail,489496603
DFFN,Diffusion Pharmaceuticals,Biotechnology,15901002
DFH,Dream Finders Homes,Residential Construction,1203089405
DFIN,Donnelley Financial Solutions,Capital Markets,1016313448
DFS,Discover Financial Services,Consumer Finance,27505498099
DG,Dollar General,Multiline Retail,56231694115
DGICA,Donegal Group,Insurance,506166550
DGICB,Donegal Group,Insurance,512764591
DGII,Digi International,Communications Equipment,921677696
DGLY,Digital Ally,"Electronic Equipment, Instruments & C...",36820480
DGNU,Dragoneer Growth Opportunities III,Blank Check / SPAC,527578109
DGX,Quest Diagnostics,Health Care Providers & Services,15332850655
DH,Definitive Healthcare,Health Information Services,2325301243
DHAC,Digital Health Acquisition,Blank Check / SPAC,150215920
DHBC,DHB Capital,Blank Check / SPAC,352906230
DHC,Diversified Healthcare Trust,Equity Real Estate Investment Trusts ...,437348063
DHCA,DHC Acquisition,Blank Check / SPAC,380237179
DHHC,DiamondHead Holdings,Blank Check / SPAC,424781279
DHI,D.R. Horton,Household Durables,26178330569
DHIL,Diamond Hill Investment Group,Capital Markets,592359461
DHR,Danaher,Health Care Equipment & Supplies,1.98869E+11
DHT,DHT Holdings,"Oil, Gas & Consumable Fuels",1134233342
DHX,DHI Group,Interactive Media & Services,237144843
DIBS,1stdibs.com,Internet Retail,228783277
DICE,DICE Therapeutics,Biotechnology,610139643
DILA,DILA Capital Acquisition,Blank Check / SPAC,74885262
DIN,Dine Brands Global,"Hotels, Restaurants & Leisure",1110423790
DINO,HF Sinclair,"Oil, Gas & Consumable Fuels",10116783101
DIOD,Diodes,Semiconductors & Semiconductor Equipment,3386307782
DIS,The Walt Disney Company,Entertainment,1.87048E+11
DISA,Disruptive Acquisition I,Blank Check / SPAC,337906230
DISH,DISH Network,Media,9751944174
DIT,AMCON Distributing Company,Distributors,114519229
DJCO,Daily Journal,Media,380037630
DK,Delek US Holdings,"Oil, Gas & Consumable Fuels",1716983674
DKDCA,Data Knights Acquisition,Blank Check / SPAC,153940458
DKL,Delek Logistics Partners LP,"Oil, Gas & Consumable Fuels",2110652892
DKNG,DraftKings Holdings,"Hotels, Restaurants & Leisure",5856023037
DKS,Dick's Sporting Goods,Specialty Retail,7526886357
DLA,Delta Apparel,"Textiles, Apparel & Luxury Goods",161005294
DLB,Dolby Laboratories,"Electronic Equipment, Instruments & C...",7679118297
DLCA,Deep Lake Capital Acquisition,Blank Check / SPAC,255127480
DLHC,DLH Holdings,Professional Services,214987903
DLNG,Dynagas LNG Partners,"Oil, Gas & Consumable Fuels",122183304
DLO,DLocal,Software-Infrastructure,7847745012
DLPN,Dolphin Entertainment,Entertainment,42410702
DLR,Digital Realty Trust,Equity Real Estate Investment Trusts ...,36987219865
DLTH,Duluth Holdings,Internet & Direct Marketing Retail,324589851
DLTR,Dollar Tree,Multiline Retail,37819719667
DLX,Deluxe,Commercial Services & Supplies,1005980016
DM,Desktop Metal,Computer Hardware,717825662
DMAC,DiaMedica Therapeutics,Biotechnology,43102251
DMAQ,Deep Medicine Acquisition,Blank Check / SPAC,165317992
DMLP,Dorchester Minerals,"Oil, Gas & Consumable Fuels",1084582652
DMRC,Digimarc,Software,296122365
DMS,Digital Media Solutions,Advertising Agencies,57906683
DMTK,DermTech,Biotechnology,227548560
DMYS,"dMY Technology Group, Inc. VI",Blank Check / SPAC,295837500
DNA,Ginkgo Bioworks Holdings,Biotechnology,4939059200
DNAA,Social Capital Suvretta Holdings I,Shell Companies,317783830
DNAB,Social Capital Suvretta Holdings II,Blank Check / SPAC,310927480
DNAD,Social Capital Suvretta Holdings IV,Blank Check / SPAC,311086940
DNAY,Codex DNA,Medical Devices,55269180
DNB,Dun & Bradstreet Holdings,Professional Services,6632757236
DNLI,Denali Therapeutics,Biotechnology,4344982496
DNMR,Danimer Scientific,Chemicals,467151295
DNN,Denison Mines,"Oil, Gas & Consumable Fuels",921035391
DNOW,NOW Inc.,Trading Companies & Distributors,1142516859
DNUT,Krispy Kreme,Grocery Stores,2449228021
DNZ,D & Z Media Acquisition,Blank Check / SPAC,354164023
DO,Diamond Offshore Drilling,Energy Equipment & Services,588441000
DOC,Physicians Realty Trust,Equity Real Estate Investment Trusts ...,3975610617
DOCN,DigitalOcean Holdings,Software-Infrastructure,3971690233
DOCS,Doximity,Health Information Services,7949054443
DOCU,DocuSign,Software,12676450297
DOGZ,Dogness (International),"Textiles, Apparel & Luxury Goods",67159054
DOLE,Dole plc,Farm Products,896594236
DOMA,Doma Holdings,Shell Companies,249864367
DOMO,"Domo, Inc.",Software,1009485055
DOOO,BRP Inc.,Leisure Products,5653698007
DOOR,Masonite International,Building Products,1973534812
DORM,Dorman Products,Auto Components,3309293980
DOUG,Douglas Elliman,Real Estate Services,459793467
DOV,Dover,Machinery,18183350183
DOW,Dow Inc.,Chemicals,37043052518
DOX,Amdocs,IT Services,10588807138
DOYU,DouYu International Holdings,Entertainment,377805983
DPCS,DP Cap Acquisition I,Blank Check / SPAC,286062490
DPRO,Draganfly,Aerospace & Defense,28477232
DPSI,DecisionPoint Systems,IT Services,31123065
DPZ,Domino's Pizza,"Hotels, Restaurants & Leisure",13923059561
DQ,Daqo New Energy,Semiconductors & Semiconductor Equipment,4497981432
DRAY,Macondray Capital Acquisition I,Blank Check / SPAC,356140605
DRCT,Direct Digital Holdings,Advertising Agencies,5152000
DRD,DRDGOLD,Metals & Mining,493336188
DRE,Duke Realty,Equity Real Estate Investment Trusts ...,23326156769
DRH,DiamondRock Hospitality Company,Equity Real Estate Investment Trusts ...,1862159226
DRI,Darden Restaurants,"Hotels, Restaurants & Leisure",14815904757
DRIO,DarioHealth,Health Care Equipment & Supplies,141503406
DRMA,Dermata Therapeutics,Biotechnology,6459047
DRQ,Dril-Quip,Energy Equipment & Services,854687988
DRRX,DURECT,Pharmaceuticals,101127216
DRTS,Alpha Tau Medical,Biotechnology,745756990
DRTT,DIRTT Environmental Solutions,Building Products,87584639
DRUG,Bright Minds Biosciences,Biotechnology,11159586
DRVN,Driven Brands Holdings,Auto & Truck Dealerships,4983363059
DS,Drive Shack,"Hotels, Restaurants & Leisure",122872055
DSAC,Duddell Street Acquisition,Blank Check / SPAC,219843750
DSAQ,Direct Selling Acquisition,Blank Check / SPAC,289225020
DSEY,Diversey Holdings,Personal Services,2360110589
DSGN,Design Therapeutics,Biotechnology,1057634228
DSGR,Distribution Solutions Group,Trading Companies & Distributors,1010567530
DSGX,The Descartes Systems Group,Software,5569767934
DSKE,Daseke,Road & Rail,444180093
DSP,Viant Technology,Software-Application,300264671
DSS,"DSS, Inc.",Commercial Services & Supplies,50504871
DSWL,Deswell Industries,"Electronic Equipment, Instruments & C...",50673936
DSX,Diana Shipping,Marine,429850077
DT,Dynatrace,Software,10602766304
DTC,Solo Brands,Internet Retail,260577292
DTE,DTE Energy Company,Multi-Utilities,24199939988
DTEA,DAVIDsTEA,Specialty Retail,36229239
DTIL,Precision BioSciences,Biotechnology,177265600
DTM,DT Midstream,Oil & Gas Midstream,5172366819
DTOC,Digital Transformation Opportunities,Blank Check / SPAC,409371230
DTRT,DTRT Health Acquisition,Blank Check / SPAC,290375000
DTSS,Datasea,Software,44027522
DTST,Data Storage,Information Technology Services,16675853
DUET,DUET Acquisition,Blank Check / SPAC,111843262
DUK,Duke Energy,Electric Utilities,81594007510
DUNE,Dune Acquisition,Blank Check / SPAC,210450000
DUO,Fangdd Network Group,Interactive Media & Services,11296070
DUOL,Duolingo,Software-Application,3779065257
DUOT,Duos Technologies Group,Software,24198023
DV,DoubleVerify Holdings,Software-Application,3799809789
DVA,DaVita,Health Care Providers & Services,8125193656
DVAX,Dynavax Technologies,Biotechnology,1873206900
DVN,Devon Energy,"Oil, Gas & Consumable Fuels",38260199420
DWAC,Digital World Acquisition,Blank Check / SPAC,1153655669
DWIN,Delwinds Insurance Acquisition,Blank Check / SPAC,168282780
DWSN,Dawson Geophysical Company,Energy Equipment & Services,42385890
DX,Dynex Capital,Mortgage Real Estate Investment Trust...,652761725
DXC,DXC Technology Company,IT Services,7156049893
DXCM,DexCom,Health Care Equipment & Supplies,32420829160
DXF,Dunxin Financial Holdings,Diversified Financial Services,9813223
DXLG,Destination XL Group,Specialty Retail,266234029
DXPE,DXP Enterprises,Trading Companies & Distributors,587801209
DXR,Daxor,Health Care Equipment & Supplies,55514120
DXYN,The Dixie Group,Household Durables,24709916
DY,Dycom Industries,Construction & Engineering,2783502785
DYAI,Dyadic International,Biotechnology,82531464
DYN,Dyne Therapeutics,Independent Power and Renewable Elect...,547010554
DYNT,Dynatronics,Health Care Equipment & Supplies,11737902
DZSI,"DZS, Inc.",Communications Equipment,468646863
E,Eni SpA,"Oil, Gas & Consumable Fuels",40426729461
EA,Electronic Arts,Entertainment,36287434740
EAC,Edify Acquisition,Blank Check / SPAC,339997470
EAF,GrafTech International,Electrical Equipment,1917850880
EAR,Eargo,Medical Devices,29806267
EARN,Ellington Residential Mortgage REIT,Mortgage Real Estate Investment Trust...,107501171
EAST,Eastside Distilling,Beverages,9688139
EAT,Brinker International,"Hotels, Restaurants & Leisure",1092958573
EB,Eventbrite,Interactive Media & Services,1081368444
EBAC,European Biotech Acquisition,Blank Check / SPAC,160788263
EBAY,eBay Inc.,Internet & Direct Marketing Retail,26066243566
EBC,Eastern Bankshares,Banks,3591390716
EBET,"EBET, INC.",Gambling,33948567
EBF,Ennis,Commercial Services & Supplies,549889277
EBIX,"Ebix, Inc.",Software,656726957
EBMT,Eagle Bancorp Montana,Banks,155031396
EBON,Ebang International Holdings,Computer Hardware,93894111
EBR,Centrais Eletricas Brasileiras,Electric Utilities,19388143614
EBS,Emergent BioSolutions,Biotechnology,1668589922
EBTC,Enterprise Bancorp,Banks,391222411
EC,Ecopetrol,"Oil, Gas & Consumable Fuels",21616566263
ECC,Eagle Point Credit Company,Securities and Commodity Exchanges,480727200
